"Age","MeanDNE.Apex","MedianDNE.Apex","IQRDNE.Apex","TotalDNE.TotalPolygonFaces","MedianDNE.Whole","IQRDNE.Whole","MeanDNE.Convex","MeanDNE.Concave","Proportion.DNEunder0.0001","Proportion.DNEover0.6","PCQDA_Estimated","PCR_pred","PCLR_pred"
40,0.027917,0.012993,0.020626,0.019776,0.004264,0.014964,0.019741,0.021814,0.005006,0.001061,3,66.01279866,2
30,0.023005,0.003805,0.014807,0.01237,0.002973,0.014407,0.015178,0.015906,0.006254,0.000523,3,63.47259013,1
85,0.051102,0.011478,0.038948,0.037647,0.011098,0.031364,0.026394,0.031874,0.003581,0.002645,2,50.85089101,1
34,0.023396,0.008084,0.017133,0.007556,0.005274,0.014708,0.020351,0.016652,0.005916,0.000789,2,61.74374166,1
24,0.025203,0.003106,0.014981,0.010017,0.006488,0.010475,0.017258,0.017756,0.008929,0.001581,2,46.33642818,1
40,0.025401,0.007943,0.024964,0.023014,0.004316,0.017415,0.016557,0.017445,0.008031,0.001228,2,54.83239681,1
39,0.020008,0.007003,0.016607,0.009794,0.005931,0.019867,0.021617,0.013228,0.005351,0.000484,2,50.52693996,1
30,0.02504,0.006004,0.016765,0.020454,0.006763,0.008543,0.018623,0.013369,0.005399,0.00151,2,53.52148911,1
72,0.019429,0.017168,0.034857,0.016975,0.009154,0.021397,0.026661,0.020893,0.005203,0.001012,2,60.12630763,1
49,0.047902,0.019265,0.026839,0.020851,0.005359,0.028764,0.024026,0.025357,0.004872,0.001376,2,60.20230354,1
86,0.042696,0.016653,0.034285,0.033538,0.013527,0.030011,0.024174,0.029769,0.003749,0.002708,3,66.72530346,1
37,0.026048,0.006078,0.024403,0.025627,0.008235,0.01844,0.020729,0.015128,0.005239,0.000386,2,53.13013291,1
52,0.027951,0.019149,0.030815,0.029512,0.006334,0.015816,0.014932,0.022697,0.006129,0.001782,2,46.89391172,1
66,0.039909,0.009328,0.024794,0.023617,0.011055,0.023214,0.020243,0.018882,0.003689,0.002753,2,56.19201029,1
74,0.047303,0.02344,0.040896,0.023119,0.011953,0.027305,0.02049,0.028574,0.004607,0.002356,3,65.85096204,2
72,0.043896,0.013909,0.03367,0.022833,0.011517,0.026659,0.024076,0.02739,0.002142,0.002366,3,68.25601633,1
42,0.018362,0.016915,0.021093,0.026525,0.004513,0.01022,0.022037,0.027692,0.004551,0.001908,3,71.54905045,2
47,0.032144,0.019733,0.03395,0.02158,0.005546,0.014518,0.015267,0.022889,0.005579,0.001555,3,68.151435,2
34,0.029438,0.007423,0.019446,0.013634,0.006476,0.019315,0.019411,0.010928,0.007597,0.000402,2,52.53550915,1
26,0.026556,0.004206,0.016253,0.01418,0.007009,0.011728,0.014692,0.014176,0.008322,0.000775,2,50.09914066,1
38,0.02874,0.010448,0.017967,0.011224,0.005287,0.018683,0.018215,0.020603,0.005619,0.000417,2,51.12851662,1
64,0.044916,0.012975,0.016012,0.008533,0.008239,0.023746,0.025391,0.032297,0.005966,0.002394,3,53.63235523,1
61,0.022581,0.011866,0.029834,0.02473,0.011503,0.0192,0.020101,0.020431,0.001817,0.002599,2,60.89219949,1
77,0.02789,0.015104,0.03849,0.024175,0.007756,0.027782,0.019337,0.027911,0.004797,0.003697,3,58.63020404,1
64,0.038691,0.010329,0.040947,0.024615,0.013455,0.02977,0.026371,0.031823,0.004002,0.001551,3,67.5312107,2
49,0.03138,0.014042,0.024094,0.021317,0.00768,0.014346,0.025629,0.01762,0.004704,0.001879,3,66.51303919,2
53,0.046295,0.009042,0.033183,0.02122,0.004043,0.020459,0.024234,0.029327,0.005884,0.002644,2,60.22897294,1
57,0.032756,0.019635,0.025673,0.019655,0.008134,0.025528,0.023219,0.026218,0.005415,0.001785,3,68.08899642,2
75,0.034225,0.016597,0.018096,0.02702,0.011762,0.023135,0.025277,0.031605,0.006053,0.003172,3,57.30409888,1
39,0.029278,0.008142,0.017738,0.007625,0.009901,0.0187,0.020396,0.01472,0.00537,0.000536,2,54.57863679,1
34,0.025854,0.008047,0.013489,0.010341,0.004529,0.019648,0.015868,0.015792,0.007073,0.001186,2,48.72333386,1
87,0.034966,0.014415,0.029493,0.025351,0.007946,0.024197,0.022692,0.023425,0.002478,0.001938,2,48.51221584,1
52,0.025777,0.006913,0.021764,0.020705,0.00583,0.026544,0.016216,0.017219,0.008685,0.001345,2,53.17922383,1
32,0.017338,0.004134,0.016453,0.01121,0.004149,0.009688,0.016815,0.015145,0.007301,0.00068,2,55.26366747,1
44,0.017798,0.016589,0.023,0.019831,0.004856,0.017539,0.017502,0.015755,0.004339,0.000561,3,80.26721973,2
64,0.03518,0.010195,0.029732,0.021342,0.012693,0.021298,0.024098,0.018405,0.002419,0.002145,3,63.05218514,2
51,0.041574,0.015113,0.04094,0.022602,0.007005,0.020639,0.015333,0.018113,0.006594,0.002249,2,59.56757177,1
66,0.041098,0.02196,0.043366,0.023498,0.015057,0.023521,0.019961,0.01889,0.002912,0.002418,3,60.66942622,1
40,0.034556,0.010131,0.027326,0.020383,0.004382,0.011297,0.012373,0.02586,0.005722,0.001059,3,58.94449451,1
51,0.043811,0.00639,0.024488,0.018017,0.006661,0.018843,0.016395,0.014323,0.004789,0.001618,2,60.20312546,1
48,0.033335,0.009105,0.024195,0.021183,0.005509,0.014927,0.015536,0.021688,0.007821,0.001499,3,73.54661456,2
91,0.064991,0.017244,0.027651,0.026846,0.017589,0.024871,0.024348,0.039702,0.002073,0.003586,3,60.62103606,1
43,0.031196,0.011098,0.022612,0.022417,0.004506,0.010825,0.021875,0.015827,0.00419,0.002618,3,72.67946343,2
59,0.021556,0.011645,0.020302,0.032485,0.010032,0.026439,0.019014,0.025289,0.006508,0.002309,2,56.75434013,1
67,0.034501,0.016791,0.027165,0.026256,0.007186,0.015469,0.029544,0.021683,0.003167,0.002763,3,63.82768223,2
40,0.032804,0.010513,0.022116,0.0263,0.005967,0.016502,0.018284,0.025279,0.00547,0.002664,3,68.17323133,2
75,0.032237,0.018561,0.023522,0.028073,0.003815,0.031457,0.022564,0.036989,0.004668,0.002392,2,56.28856211,1
51,0.031932,0.017493,0.021035,0.027182,0.011135,0.009283,0.019212,0.021598,0.005634,0.002747,3,78.11926089,2
53,0.034402,0.015269,0.031502,0.022016,0.003885,0.016755,0.021994,0.027355,0.004125,0.002205,2,57.40005727,1
60,0.031604,0.017246,0.039358,0.008616,0.006384,0.020038,0.02282,0.022568,0.003578,0.001418,2,58.21119861,1
51,0.018524,0.010451,0.033764,0.023056,0.006655,0.012742,0.020593,0.016153,0.00521,0.001632,2,55.36602034,1
66,0.023359,0.009284,0.027756,0.025374,0.009906,0.02784,0.027832,0.03575,0.003302,0.001379,3,65.63124061,2
30,0.028022,0.007962,0.014148,0.007288,0.005336,0.010903,0.014833,0.010308,0.004879,0.000552,2,56.18678345,1
55,0.040106,0.011631,0.021132,0.030867,0.007663,0.019879,0.018615,0.021251,0.005903,0.001654,2,53.8180833,1
71,0.040072,0.017835,0.037429,0.023441,0.010924,0.027182,0.020275,0.027637,0.004704,0.002369,2,64.08402101,1
75,0.056324,0.010487,0.031582,0.017558,0.009872,0.014923,0.020043,0.022289,0.004695,0.000755,2,55.26274846,1
37,0.024474,0.007887,0.021844,0.026345,0.00528,0.014908,0.02063,0.01744,0.009209,0.000515,2,55.81661222,1
65,0.033932,0.020944,0.027813,0.021601,0.008773,0.01946,0.020938,0.035858,0.003582,0.002778,3,73.78280402,2
75,0.039892,0.015617,0.034619,0.026614,0.011728,0.027497,0.021648,0.03058,0.004729,0.002454,3,77.52541775,2
93,0.063957,0.018609,0.042335,0.046261,0.013927,0.035243,0.029684,0.037204,0.002539,0.003344,3,64.84053043,2
73,0.042234,0.011536,0.027858,0.023227,0.010573,0.021454,0.020058,0.027073,0.003414,0.001819,3,64.32522707,2
55,0.030919,0.008247,0.015015,0.02481,0.007312,0.026912,0.024647,0.018814,0.004903,0.00211,3,59.29718815,2
22,0.025034,0.002866,0.022687,0.018144,0.00265,0.019951,0.010357,0.020545,0.006096,0.002184,4,121.5168335,2
76,0.039671,0.023965,0.028198,0.023386,0.009951,0.027366,0.022845,0.030413,0.003824,0.001507,3,90.05819827,2
68,0.029492,0.015813,0.017851,0.023901,0.011985,0.025254,0.020159,0.023885,0.006501,0.002143,2,56.75431897,1
72,0.034461,0.015587,0.028055,0.035988,0.015235,0.030691,0.029785,0.034892,0.004757,0.002664,3,61.47738067,2
65,0.045663,0.019123,0.028178,0.021321,0.007698,0.019988,0.029188,0.02868,0.00295,0.001493,2,62.48513438,2
40,0.025431,0.014086,0.025441,0.02462,0.004395,0.012417,0.016102,0.026799,0.005946,0.001058,3,65.3127869,2
60,0.042266,0.01428,0.031456,0.034068,0.010258,0.020917,0.01708,0.027343,0.005527,0.00131,3,65.07739626,2
24,0.019199,0.001816,0.014475,0.005413,0.004247,0.007833,0.014716,0.015658,0.008017,0.001007,2,48.10397058,1
46,0.03365,0.008865,0.021513,0.010132,0.004767,0.011497,0.020217,0.014409,0.003011,0.002547,2,57.70521463,1
86,0.054075,0.017022,0.027394,0.045152,0.009536,0.026807,0.032356,0.029948,0.003916,0.001261,2,61.97361328,2
38,0.025477,0.005919,0.015577,0.010231,0.004167,0.014259,0.020356,0.022641,0.007324,0.001403,3,67.43426673,2
39,0.030747,0.010358,0.018029,0.025547,0.005261,0.01309,0.020339,0.015362,0.004872,0.000448,3,64.60363586,2
75,0.018083,0.01935,0.022976,0.02558,0.006907,0.015839,0.02048,0.028544,0.003703,0.002305,3,65.87640482,2
34,0.024511,0.009434,0.018132,0.00962,0.004673,0.013901,0.01698,0.01303,0.007017,0.000472,3,61.77097201,2
69,0.036925,0.012062,0.03236,0.024937,0.011463,0.019578,0.021464,0.024564,0.003085,0.002172,3,68.68360334,2
72,0.045451,0.010514,0.031039,0.025301,0.010151,0.026573,0.028763,0.02875,0.003807,0.003271,3,74.75321796,2
43,0.034202,0.006506,0.018191,0.020915,0.004506,0.012411,0.019043,0.015739,0.003546,0.00139,2,55.52435954,2
37,0.022482,0.007146,0.015603,0.010276,0.002708,0.010974,0.02187,0.015538,0.003787,0.001013,2,63.44708098,2
56,0.033383,0.008559,0.034076,0.023246,0.011848,0.017635,0.017583,0.022536,0.003232,0.001559,3,65.52630612,2
36,0.021922,0.006334,0.019886,0.0103,0.00306,0.021165,0.019437,0.019176,0.008893,0.000478,2,59.53243608,2
64,0.023238,0.018663,0.031026,0.022457,0.01276,0.015469,0.019444,0.034198,0.004738,0.001551,3,78.84330346,2
56,0.039395,0.00846,0.034589,0.021141,0.007199,0.017704,0.01623,0.017346,0.004832,0.001602,2,64.36948189,2
40,0.029173,0.016974,0.020895,0.019465,0.006998,0.013028,0.015307,0.021636,0.006397,0.001596,3,86.05710795,2
57,0.045486,0.016134,0.030524,0.021737,0.009055,0.0246,0.02253,0.024155,0.005368,0.001482,3,66.21300523,2
61,0.022439,0.009931,0.036165,0.030198,0.011634,0.021409,0.02654,0.027402,0.00303,0.001828,2,62.68314897,2
39,0.018368,0.011424,0.016071,0.016696,0.00207,0.013139,0.020939,0.013177,0.007223,0.001847,3,81.01628347,2
36,0.019868,0.009468,0.021958,0.020463,0.002032,0.018199,0.018647,0.016018,0.004906,0.00113,2,55.34344238,1
58,0.037397,0.00946,0.020272,0.021143,0.006937,0.017541,0.014769,0.013543,0.005211,0.000533,2,59.91209658,2
68,0.038736,0.010541,0.028149,0.024835,0.012605,0.020161,0.021234,0.030507,0.005914,0.002132,3,68.37374506,2
40,0.030047,0.009291,0.02379,0.019726,0.004239,0.013286,0.018896,0.020967,0.004043,0.001471,3,73.44880367,2
40,0.030955,0.018552,0.023082,0.013409,0.007414,0.008244,0.020119,0.020662,0.005146,0.001443,3,71.61340532,2
32,0.025187,0.004134,0.024768,0.016697,0.00761,0.014006,0.020349,0.015446,0.005846,0.000837,2,61.82488921,2
54,0.038187,0.010991,0.033364,0.024302,0.012523,0.010536,0.02061,0.023384,0.006111,0.002,3,60.58579157,2
54,0.034879,0.008437,0.018445,0.023905,0.005674,0.024536,0.023044,0.02611,0.005609,0.00145,3,61.58802555,2
64,0.020146,0.010954,0.028563,0.026569,0.009354,0.017528,0.021477,0.029183,0.004349,0.002151,3,57.93809784,2
75,0.020839,0.010747,0.025138,0.030647,0.009905,0.026743,0.020243,0.014826,0.00352,0.002087,3,69.49572781,2
53,0.015311,0.016084,0.020395,0.010261,0.006899,0.026875,0.018828,0.017777,0.003035,0.001724,3,74.96256743,2
88,0.044911,0.014024,0.040764,0.037833,0.009773,0.032395,0.028985,0.028114,0.003192,0.002575,3,60.62214487,2
42,0.044884,0.017596,0.016691,0.020395,0.004533,0.016173,0.020234,0.023681,0.005061,0.00183,2,62.02147335,2
68,0.014797,0.010811,0.025357,0.013183,0.00649,0.020684,0.025475,0.032933,0.003942,0.00149,3,61.88379618,2
22,0.031652,0.00303,0.018456,0.020804,0.008562,0.01767,0.020492,0.017322,0.005073,0.001852,3,58.76406622,2
64,0.03695,0.013032,0.034172,0.0241,0.007701,0.020558,0.022165,0.030934,0.00149,0.001771,3,73.78330892,2
48,0.028331,0.009814,0.018345,0.022106,0.0033,0.021181,0.016542,0.02054,0.004862,0.002304,3,70.70428199,2
65,0.039444,0.014291,0.034639,0.022314,0.014539,0.021526,0.024172,0.030972,0.005584,0.001933,3,73.40448677,2
52,0.044382,0.010846,0.026878,0.024681,0.006898,0.02344,0.017046,0.024031,0.004391,0.001558,3,77.05325239,2
48,0.024561,0.01061,0.025781,0.023262,0.004685,0.017902,0.018067,0.014946,0.005099,0.002308,3,65.88359944,2
65,0.033896,0.011472,0.029887,0.023447,0.014141,0.032493,0.023424,0.014871,0.002331,0.002075,3,71.74875922,2
22,0.025269,0.008348,0.016262,0.010309,0.005107,0.014034,0.019854,0.017622,0.004059,0.001081,3,67.26804565,2
40,0.016596,0.016206,0.024484,0.021041,0.002552,0.014382,0.017206,0.022048,0.008946,0.001699,3,66.82479537,2
42,0.045781,0.012673,0.023194,0.02486,0.002532,0.025985,0.017252,0.020527,0.005063,0.001438,3,64.95779917,2
65,0.03689,0.010925,0.029337,0.028631,0.010836,0.022002,0.020526,0.034029,0.004512,0.001987,3,69.89767277,2
33,0.027248,0.008223,0.017601,0.017374,0.005795,0.013157,0.013067,0.014564,0.007008,0.00045,3,62.83471004,2
54,0.023661,0.009423,0.019117,0.0241,0.009682,0.021093,0.021825,0.017113,0.004157,0.002423,2,56.67195972,2
49,0.021587,0.012236,0.022179,0.025043,0.005195,0.02397,0.021848,0.023342,0.003897,0.002453,3,77.15990583,2
45,0.032037,0.01352,0.020686,0.01373,0.005089,0.013683,0.020081,0.021872,0.005123,0.001384,2,62.2577058,2
66,0.040078,0.011198,0.033043,0.010535,0.008768,0.02693,0.021407,0.025065,0.002189,0.001956,3,72.82563236,2
77,0.046023,0.012106,0.023661,0.036887,0.004691,0.032521,0.028379,0.0375,0.004149,0.001665,3,71.6492507,2
68,0.019428,0.009284,0.031426,0.026317,0.007731,0.021631,0.024751,0.027116,0.002582,0.003264,3,75.13983849,2
34,0.030148,0.005881,0.015624,0.008212,0.004125,0.013344,0.014972,0.015832,0.003113,0.000515,3,80.65191717,2
72,0.029768,0.021797,0.040691,0.02945,0.007243,0.023696,0.024804,0.030449,0.003432,0.002263,3,80.83127591,2
72,0.026811,0.022421,0.02901,0.041543,0.006197,0.020714,0.023819,0.035886,0.00288,0.002326,4,93.46316026,2
44,0.030801,0.007449,0.030176,0.015788,0.0061,0.025696,0.022514,0.020192,0.00456,0.00136,3,71.56017879,2
91,0.048889,0.013816,0.045758,0.049159,0.015607,0.02918,0.028164,0.02928,0.002949,0.003163,3,60.97959178,2
91,0.05229,0.022836,0.043256,0.047493,0.00967,0.022188,0.036171,0.043048,0.002104,0.002192,3,58.39599428,2
40,0.033996,0.01725,0.01687,0.020811,0.00835,0.013444,0.021637,0.016657,0.006759,0.00156,3,60.8519187,2
66,0.020864,0.012316,0.034107,0.024783,0.004969,0.014823,0.020171,0.021675,0.003513,0.001054,3,80.43089453,2
78,0.053001,0.021236,0.025813,0.026846,0.014117,0.023285,0.02408,0.029746,0.003148,0.001603,3,68.44604126,2
42,0.022461,0.016674,0.022559,0.014197,0.006594,0.018642,0.016407,0.021843,0.005064,0.002309,3,75.50906467,2
40,0.03114,0.010132,0.023906,0.021641,0.008234,0.015856,0.015919,0.021395,0.005396,0.000703,2,60.64382319,2
40,0.031659,0.012759,0.022613,0.01105,0.004243,0.014885,0.020834,0.022162,0.006356,0.000891,2,66.97798464,2
34,0.018228,0.010137,0.015651,0.022137,0.006719,0.005681,0.015594,0.017725,0.004169,0.000693,3,64.14156171,2
44,0.034402,0.008646,0.022101,0.01253,0.004649,0.017915,0.018311,0.019448,0.005505,0.00199,3,71.74566056,2
50,0.036113,0.013632,0.034693,0.021629,0.002698,0.026916,0.019378,0.024807,0.004895,0.001341,3,71.2983596,2
39,0.028026,0.015917,0.019845,0.017602,0.008644,0.016489,0.019315,0.020627,0.005038,0.001338,3,70.58808555,2
55,0.047909,0.009734,0.028339,0.026213,0.007375,0.03019,0.022296,0.019548,0.003164,0.002395,3,72.21500174,2
88,0.059583,0.014933,0.036249,0.038935,0.011495,0.025875,0.02698,0.029007,0.002865,0.003088,3,77.24952666,2
75,0.040782,0.015467,0.024506,0.026255,0.011272,0.025407,0.023264,0.032876,0.003354,0.003063,3,72.47923026,2
50,0.034428,0.010082,0.031452,0.025295,0.005838,0.02553,0.018668,0.019398,0.004867,0.002662,3,79.94838396,2
23,0.020554,0.00354,0.014957,0.008285,0.004992,0.017824,0.01837,0.012399,0.009951,0.001168,3,70.58630876,2
64,0.028363,0.008844,0.031466,0.027821,0.010477,0.024408,0.019289,0.031235,0.006787,0.002496,3,73.30646578,2
57,0.033857,0.010917,0.022335,0.025735,0.007179,0.023908,0.020323,0.022277,0.00454,0.00145,3,86.01439422,2
54,0.030255,0.009435,0.021707,0.023698,0.008563,0.02161,0.018936,0.020159,0.003169,0.001529,3,68.20443489,2
72,0.04488,0.019247,0.031215,0.037606,0.011555,0.026414,0.020446,0.032939,0.00312,0.001482,3,83.66478184,2
83,0.046978,0.014751,0.041752,0.029461,0.012406,0.027537,0.029734,0.027969,0.00493,0.002415,3,85.69115452,2
40,0.03269,0.010119,0.018382,0.024637,0.009657,0.016989,0.016133,0.02226,0.005748,0.001707,3,82.24731735,2
72,0.045101,0.012192,0.032362,0.011791,0.011565,0.018152,0.022439,0.018475,0.003135,0.000825,3,85.40909086,2
79,0.031673,0.017717,0.024193,0.029197,0.014882,0.024435,0.025032,0.033232,0.002699,0.002347,3,79.96894128,2
91,0.058889,0.020165,0.03991,0.052655,0.01225,0.036971,0.030235,0.03212,0.002488,0.001801,3,66.50204092,2
78,0.045302,0.01378,0.04345,0.025249,0.010888,0.026281,0.023231,0.02377,0.002524,0.002141,3,81.18294066,2
78,0.046598,0.019368,0.029153,0.035643,0.01354,0.031468,0.026163,0.025741,0.003892,0.001092,3,69.59681147,2
70,0.043104,0.011,0.032177,0.040524,0.010476,0.029251,0.02086,0.032368,0.004799,0.002923,3,84.3549377,2
44,0.04093,0.018566,0.036874,0.030022,0.007131,0.025058,0.017448,0.024075,0.004435,0.00126,3,77.36233228,2
49,0.031408,0.010039,0.026915,0.023834,0.0059,0.02549,0.019971,0.027836,0.004818,0.000805,3,77.72772884,2
78,0.037509,0.013585,0.040177,0.030864,0.012192,0.023187,0.023168,0.037141,0.005108,0.002375,3,80.7093259,2
56,0.032406,0.010635,0.025895,0.024651,0.009299,0.020346,0.018184,0.023558,0.003144,0.001656,3,83.75169659,2
77,0.040365,0.023728,0.03605,0.029327,0.009655,0.024167,0.01758,0.034013,0.002984,0.00208,3,98.46386091,2
70,0.03225,0.008882,0.024615,0.03736,0.010784,0.016379,0.026782,0.014666,0.006253,0.002511,3,79.26166087,2
70,0.039272,0.008961,0.04217,0.031123,0.00836,0.023688,0.024562,0.031272,0.003014,0.001962,3,95.86752319,2
44,0.038077,0.018493,0.031394,0.028594,0.01386,0.024412,0.019198,0.02844,0.006982,0.002234,3,98.19881449,2
81,0.045573,0.020211,0.05424,0.036279,0.014609,0.022341,0.024592,0.034946,0.003432,0.001652,4,109.4232446,2
58,0.028489,0.010543,0.017659,0.027583,0.003595,0.02187,0.017476,0.01859,0.003054,0.002006,3,77.85063073,2
80,0.048956,0.016836,0.039111,0.034663,0.010668,0.02453,0.027385,0.033331,0.002331,0.002332,4,92.65780711,2
72,0.037939,0.00827,0.018593,0.033072,0.014046,0.027012,0.024673,0.036477,0.003206,0.002167,4,90.61914974,2
86,0.050943,0.020813,0.04609,0.037826,0.010095,0.037298,0.028419,0.035245,0.002548,0.004038,4,104.9014362,2
70,0.058266,0.016182,0.040032,0.033858,0.012555,0.027214,0.021321,0.032033,0.004318,0.001785,4,106.0144836,2
64,0.032142,0.019697,0.028277,0.031069,0.006185,0.023045,0.016019,0.026405,0.002529,0.000744,4,122.0253474,2
57,0.033738,0.011785,0.039587,0.027075,0.011425,0.02006,0.017766,0.017475,0.004994,0.002058,4,118.0203528,2
